Entity,Code,Date,Total confirmed cases of COVID-19 (cases),Days since the total confirmed cases of COVID-19 reached 100
Malaysia,MYS,"Mar 25, 2020",1624,15
Malaysia,MYS,"Mar 26, 2020",1796,16
Malaysia,MYS,"Mar 27, 2020",2031,17
Maldives,MDV,"Mar 8, 2020",2,
Maldives,MDV,"Mar 9, 2020",4,
Maldives,MDV,"Mar 11, 2020",6,
Maldives,MDV,"Mar 12, 2020",8,
Maldives,MDV,"Mar 14, 2020",9,
Maldives,MDV,"Mar 15, 2020",9,
Maldives,MDV,"Mar 16, 2020",13,
Maldives,MDV,"Mar 17, 2020",13,
Maldives,MDV,"Mar 18, 2020",13,
Maldives,MDV,"Mar 19, 2020",13,
Maldives,MDV,"Mar 20, 2020",13,
Maldives,MDV,"Mar 21, 2020",13,
Maldives,MDV,"Mar 22, 2020",13,
Maldives,MDV,"Mar 23, 2020",13,
Maldives,MDV,"Mar 24, 2020",13,
Maldives,MDV,"Mar 25, 2020",13,
Maldives,MDV,"Mar 26, 2020",13,
Maldives,MDV,"Mar 27, 2020",13,
Mali,MLI,"Mar 26, 2020",2,
Mali,MLI,"Mar 27, 2020",4,
Malta,MLT,"Mar 8, 2020",3,
Malta,MLT,"Mar 10, 2020",4,
Malta,MLT,"Mar 12, 2020",6,
Malta,MLT,"Mar 13, 2020",9,
Malta,MLT,"Mar 14, 2020",12,
Malta,MLT,"Mar 15, 2020",18,
Malta,MLT,"Mar 16, 2020",21,
Malta,MLT,"Mar 17, 2020",30,
Malta,MLT,"Mar 18, 2020",38,
Malta,MLT,"Mar 19, 2020",48,
Malta,MLT,"Mar 20, 2020",53,
Malta,MLT,"Mar 21, 2020",64,
Malta,MLT,"Mar 22, 2020",73,
Malta,MLT,"Mar 23, 2020",90,
Malta,MLT,"Mar 24, 2020",107,0
Malta,MLT,"Mar 25, 2020",120,1
Malta,MLT,"Mar 26, 2020",129,2
Malta,MLT,"Mar 27, 2020",134,3
Mauritania,MRT,"Mar 15, 2020",1,
Mauritania,MRT,"Mar 16, 2020",1,
Mauritania,MRT,"Mar 17, 2020",1,
Mauritania,MRT,"Mar 18, 2020",1,
Mauritania,MRT,"Mar 19, 2020",1,
Mauritania,MRT,"Mar 20, 2020",2,
Mauritania,MRT,"Mar 21, 2020",2,
Mauritania,MRT,"Mar 22, 2020",2,
Mauritania,MRT,"Mar 23, 2020",2,
Mauritania,MRT,"Mar 24, 2020",2,
Mauritania,MRT,"Mar 25, 2020",2,
Mauritania,MRT,"Mar 26, 2020",2,
Mauritania,MRT,"Mar 27, 2020",3,
Mauritius,MUS,"Mar 20, 2020",3,
Mauritius,MUS,"Mar 21, 2020",12,
Mauritius,MUS,"Mar 22, 2020",14,
Mauritius,MUS,"Mar 23, 2020",28,
Mauritius,MUS,"Mar 24, 2020",36,
Mauritius,MUS,"Mar 25, 2020",42,
Mauritius,MUS,"Mar 26, 2020",48,
Mauritius,MUS,"Mar 27, 2020",81,
Mexico,MEX,"Dec 31, 2019",0,
Mexico,MEX,"Jan 1, 2020",0,
Mexico,MEX,"Jan 2, 2020",0,
Mexico,MEX,"Jan 3, 2020",0,
Mexico,MEX,"Jan 4, 2020",0,
Mexico,MEX,"Jan 5, 2020",0,
Mexico,MEX,"Jan 6, 2020",0,
Mexico,MEX,"Jan 7, 2020",0,
Mexico,MEX,"Jan 8, 2020",0,
Mexico,MEX,"Jan 9, 2020",0,
Mexico,MEX,"Jan 10, 2020",0,
Mexico,MEX,"Jan 11, 2020",0,
Mexico,MEX,"Jan 12, 2020",0,
Mexico,MEX,"Jan 13, 2020",0,
Mexico,MEX,"Jan 14, 2020",0,
Mexico,MEX,"Jan 15, 2020",0,
Mexico,MEX,"Jan 16, 2020",0,
Mexico,MEX,"Jan 17, 2020",0,
Mexico,MEX,"Jan 18, 2020",0,
Mexico,MEX,"Jan 19, 2020",0,
Mexico,MEX,"Jan 20, 2020",0,
Mexico,MEX,"Jan 21, 2020",0,
Mexico,MEX,"Jan 22, 2020",0,
Mexico,MEX,"Jan 23, 2020",0,
Mexico,MEX,"Jan 24, 2020",0,
Mexico,MEX,"Jan 25, 2020",0,
Mexico,MEX,"Jan 26, 2020",0,
Mexico,MEX,"Jan 27, 2020",0,
Mexico,MEX,"Jan 28, 2020",0,
Mexico,MEX,"Jan 29, 2020",0,
Mexico,MEX,"Jan 30, 2020",0,
Mexico,MEX,"Jan 31, 2020",0,
Mexico,MEX,"Feb 1, 2020",0,
Mexico,MEX,"Feb 2, 2020",0,
Mexico,MEX,"Feb 3, 2020",0,
Mexico,MEX,"Feb 4, 2020",0,
Mexico,MEX,"Feb 5, 2020",0,
Mexico,MEX,"Feb 6, 2020",0,
Mexico,MEX,"Feb 7, 2020",0,
Mexico,MEX,"Feb 8, 2020",0,
Mexico,MEX,"Feb 9, 2020",0,
Mexico,MEX,"Feb 10, 2020",0,
Mexico,MEX,"Feb 11, 2020",0,
Mexico,MEX,"Feb 12, 2020",0,
Mexico,MEX,"Feb 13, 2020",0,
Mexico,MEX,"Feb 14, 2020",0,
Mexico,MEX,"Feb 15, 2020",0,
Mexico,MEX,"Feb 16, 2020",0,
Mexico,MEX,"Feb 17, 2020",0,
Mexico,MEX,"Feb 18, 2020",0,
Mexico,MEX,"Feb 19, 2020",0,
Mexico,MEX,"Feb 20, 2020",0,
Mexico,MEX,"Feb 21, 2020",0,
Mexico,MEX,"Feb 22, 2020",0,
Mexico,MEX,"Feb 23, 2020",0,
Mexico,MEX,"Feb 24, 2020",0,
Mexico,MEX,"Feb 25, 2020",0,
Mexico,MEX,"Feb 26, 2020",0,
Mexico,MEX,"Feb 27, 2020",0,
Mexico,MEX,"Feb 28, 2020",0,
Mexico,MEX,"Feb 29, 2020",2,
Mexico,MEX,"Mar 1, 2020",4,
Mexico,MEX,"Mar 2, 2020",5,
Mexico,MEX,"Mar 9, 2020",7,
Mexico,MEX,"Mar 12, 2020",11,
Mexico,MEX,"Mar 13, 2020",16,
Mexico,MEX,"Mar 14, 2020",26,
Mexico,MEX,"Mar 15, 2020",41,
Mexico,MEX,"Mar 16, 2020",53,
Mexico,MEX,"Mar 17, 2020",82,
Mexico,MEX,"Mar 18, 2020",93,
Mexico,MEX,"Mar 19, 2020",118,0
Mexico,MEX,"Mar 20, 2020",164,1
Mexico,MEX,"Mar 21, 2020",203,2
Mexico,MEX,"Mar 22, 2020",251,3
Mexico,MEX,"Mar 23, 2020",316,4
Mexico,MEX,"Mar 24, 2020",367,5
Mexico,MEX,"Mar 25, 2020",405,6
Mexico,MEX,"Mar 26, 2020",475,7
Mexico,MEX,"Mar 27, 2020",585,8
Moldova,MDA,"Mar 8, 2020",1,
Moldova,MDA,"Mar 11, 2020",3,
Moldova,MDA,"Mar 12, 2020",4,
Moldova,MDA,"Mar 13, 2020",6,
Moldova,MDA,"Mar 14, 2020",8,
Moldova,MDA,"Mar 15, 2020",20,
Moldova,MDA,"Mar 16, 2020",23,
Moldova,MDA,"Mar 17, 2020",29,
Moldova,MDA,"Mar 18, 2020",30,
Moldova,MDA,"Mar 19, 2020",36,
Moldova,MDA,"Mar 20, 2020",49,
Moldova,MDA,"Mar 21, 2020",66,
Moldova,MDA,"Mar 22, 2020",80,
Moldova,MDA,"Mar 23, 2020",94,
Moldova,MDA,"Mar 24, 2020",109,0
Moldova,MDA,"Mar 25, 2020",125,1
Moldova,MDA,"Mar 26, 2020",149,2
Moldova,MDA,"Mar 27, 2020",177,3
Monaco,MCO,"Dec 31, 2019",0,
Monaco,MCO,"Jan 1, 2020",0,
Monaco,MCO,"Jan 2, 2020",0,
Monaco,MCO,"Jan 3, 2020",0,
Monaco,MCO,"Jan 4, 2020",0,
Monaco,MCO,"Jan 5, 2020",0,
Monaco,MCO,"Jan 6, 2020",0,
Monaco,MCO,"Jan 7, 2020",0,
Monaco,MCO,"Jan 8, 2020",0,
Monaco,MCO,"Jan 9, 2020",0,
Monaco,MCO,"Jan 10, 2020",0,
Monaco,MCO,"Jan 11, 2020",0,
Monaco,MCO,"Jan 12, 2020",0,
Monaco,MCO,"Jan 13, 2020",0,
Monaco,MCO,"Jan 14, 2020",0,
Monaco,MCO,"Jan 15, 2020",0,
Monaco,MCO,"Jan 16, 2020",0,
Monaco,MCO,"Jan 17, 2020",0,
Monaco,MCO,"Jan 18, 2020",0,
Monaco,MCO,"Jan 19, 2020",0,
Monaco,MCO,"Jan 20, 2020",0,
Monaco,MCO,"Jan 21, 2020",0,
Monaco,MCO,"Jan 22, 2020",0,
Monaco,MCO,"Jan 23, 2020",0,
Monaco,MCO,"Jan 24, 2020",0,
Monaco,MCO,"Jan 25, 2020",0,
Monaco,MCO,"Jan 26, 2020",0,
Monaco,MCO,"Jan 27, 2020",0,
Monaco,MCO,"Jan 28, 2020",0,
Monaco,MCO,"Jan 29, 2020",0,
Monaco,MCO,"Jan 30, 2020",0,
Monaco,MCO,"Jan 31, 2020",0,
Monaco,MCO,"Feb 1, 2020",0,
Monaco,MCO,"Feb 2, 2020",0,
Monaco,MCO,"Feb 3, 2020",0,
Monaco,MCO,"Feb 4, 2020",0,
Monaco,MCO,"Feb 5, 2020",0,
Monaco,MCO,"Feb 6, 2020",0,
Monaco,MCO,"Feb 7, 2020",0,
Monaco,MCO,"Feb 8, 2020",0,
Monaco,MCO,"Feb 9, 2020",0,
Monaco,MCO,"Feb 10, 2020",0,
Monaco,MCO,"Feb 11, 2020",0,
Monaco,MCO,"Feb 12, 2020",0,
Monaco,MCO,"Feb 13, 2020",0,
Monaco,MCO,"Feb 14, 2020",0,
Monaco,MCO,"Feb 15, 2020",0,
Monaco,MCO,"Feb 16, 2020",0,
Monaco,MCO,"Feb 17, 2020",0,
Monaco,MCO,"Feb 18, 2020",0,
Monaco,MCO,"Feb 19, 2020",0,
Monaco,MCO,"Feb 20, 2020",0,
Monaco,MCO,"Feb 21, 2020",0,
Monaco,MCO,"Feb 22, 2020",0,
Monaco,MCO,"Feb 23, 2020",0,
Monaco,MCO,"Feb 24, 2020",0,
Monaco,MCO,"Feb 25, 2020",0,
Monaco,MCO,"Feb 26, 2020",0,
Monaco,MCO,"Feb 27, 2020",0,
Monaco,MCO,"Feb 28, 2020",0,
Monaco,MCO,"Feb 29, 2020",1,
Monaco,MCO,"Mar 1, 2020",1,
Monaco,MCO,"Mar 2, 2020",1,
Monaco,MCO,"Mar 15, 2020",3,
Monaco,MCO,"Mar 16, 2020",7,
Monaco,MCO,"Mar 17, 2020",9,
Monaco,MCO,"Mar 18, 2020",9,
Monaco,MCO,"Mar 19, 2020",9,
Monaco,MCO,"Mar 20, 2020",11,
Monaco,MCO,"Mar 21, 2020",12,
Monaco,MCO,"Mar 22, 2020",18,
Monaco,MCO,"Mar 23, 2020",23,
Monaco,MCO,"Mar 24, 2020",23,
Monaco,MCO,"Mar 25, 2020",27,
Monaco,MCO,"Mar 26, 2020",31,
Monaco,MCO,"Mar 27, 2020",33,
Mongolia,MNG,"Mar 10, 2020",1,
Mongolia,MNG,"Mar 15, 2020",1,
Mongolia,MNG,"Mar 18, 2020",4,
Mongolia,MNG,"Mar 19, 2020",5,
Mongolia,MNG,"Mar 20, 2020",5,
Mongolia,MNG,"Mar 21, 2020",6,
Mongolia,MNG,"Mar 22, 2020",10,
Mongolia,MNG,"Mar 23, 2020",10,
Mongolia,MNG,"Mar 24, 2020",10,
Mongolia,MNG,"Mar 25, 2020",10,
Mongolia,MNG,"Mar 26, 2020",10,
Mongolia,MNG,"Mar 27, 2020",11,
Montenegro,MNE,"Mar 18, 2020",2,
Montenegro,MNE,"Mar 19, 2020",8,
Montenegro,MNE,"Mar 20, 2020",13,
Montenegro,MNE,"Mar 21, 2020",14,
Montenegro,MNE,"Mar 22, 2020",14,
Montenegro,MNE,"Mar 23, 2020",21,
Montenegro,MNE,"Mar 24, 2020",27,
Montenegro,MNE,"Mar 25, 2020",47,
Montenegro,MNE,"Mar 26, 2020",53,
Montenegro,MNE,"Mar 27, 2020",67,
Montserrat,MSR,"Mar 21, 2020",1,
Montserrat,MSR,"Mar 22, 2020",1,
Montserrat,MSR,"Mar 23, 2020",1,
Montserrat,MSR,"Mar 24, 2020",1,
Montserrat,MSR,"Mar 25, 2020",1,
Montserrat,MSR,"Mar 26, 2020",1,
Montserrat,MSR,"Mar 27, 2020",5,
Morocco,MAR,"Mar 3, 2020",1,
Morocco,MAR,"Mar 6, 2020",2,
Morocco,MAR,"Mar 12, 2020",5,
Morocco,MAR,"Mar 13, 2020",6,
Morocco,MAR,"Mar 14, 2020",7,
Morocco,MAR,"Mar 15, 2020",18,
Morocco,MAR,"Mar 16, 2020",28,
Morocco,MAR,"Mar 17, 2020",37,
Morocco,MAR,"Mar 18, 2020",44,
Morocco,MAR,"Mar 19, 2020",54,
Morocco,MAR,"Mar 20, 2020",63,
Morocco,MAR,"Mar 21, 2020",86,
Morocco,MAR,"Mar 22, 2020",96,
Morocco,MAR,"Mar 23, 2020",115,0
Morocco,MAR,"Mar 24, 2020",134,1
Morocco,MAR,"Mar 25, 2020",170,2
Morocco,MAR,"Mar 26, 2020",225,3
Morocco,MAR,"Mar 27, 2020",275,4
Mozambique,MOZ,"Mar 23, 2020",1,
Mozambique,MOZ,"Mar 24, 2020",1,
Mozambique,MOZ,"Mar 25, 2020",1,
Mozambique,MOZ,"Mar 26, 2020",5,
Mozambique,MOZ,"Mar 27, 2020",7,
Myanmar,MMR,"Mar 17, 2020",0,
Myanmar,MMR,"Mar 24, 2020",2,
Myanmar,MMR,"Mar 25, 2020",3,
Myanmar,MMR,"Mar 26, 2020",3,
Myanmar,MMR,"Mar 27, 2020",5,
Namibia,NAM,"Mar 15, 2020",2,
Namibia,NAM,"Mar 16, 2020",2,
Namibia,NAM,"Mar 17, 2020",2,
Namibia,NAM,"Mar 18, 2020",2,
Namibia,NAM,"Mar 19, 2020",2,
Namibia,NAM,"Mar 20, 2020",2,
Namibia,NAM,"Mar 21, 2020",3,
Namibia,NAM,"Mar 22, 2020",3,
Namibia,NAM,"Mar 23, 2020",3,
Namibia,NAM,"Mar 24, 2020",3,
Namibia,NAM,"Mar 25, 2020",3,
Namibia,NAM,"Mar 26, 2020",4,
Namibia,NAM,"Mar 27, 2020",8,
Nepal,NPL,"Dec 31, 2019",0,
Nepal,NPL,"Jan 1, 2020",0,
Nepal,NPL,"Jan 2, 2020",0,
Nepal,NPL,"Jan 3, 2020",0,
Nepal,NPL,"Jan 4, 2020",0,
Nepal,NPL,"Jan 5, 2020",0,
Nepal,NPL,"Jan 6, 2020",0,
Nepal,NPL,"Jan 7, 2020",0,
Nepal,NPL,"Jan 8, 2020",0,
Nepal,NPL,"Jan 9, 2020",0,
Nepal,NPL,"Jan 10, 2020",0,
Nepal,NPL,"Jan 11, 2020",0,
Nepal,NPL,"Jan 12, 2020",0,
Nepal,NPL,"Jan 13, 2020",0,
Nepal,NPL,"Jan 14, 2020",0,
Nepal,NPL,"Jan 15, 2020",0,
Nepal,NPL,"Jan 16, 2020",0,
Nepal,NPL,"Jan 17, 2020",0,
Nepal,NPL,"Jan 18, 2020",0,
Nepal,NPL,"Jan 19, 2020",0,
Nepal,NPL,"Jan 20, 2020",0,
Nepal,NPL,"Jan 21, 2020",0,
Nepal,NPL,"Jan 22, 2020",0,
Nepal,NPL,"Jan 23, 2020",0,
Nepal,NPL,"Jan 24, 2020",0,
Nepal,NPL,"Jan 25, 2020",1,
Nepal,NPL,"Jan 26, 2020",1,
Nepal,NPL,"Jan 27, 2020",1,
Nepal,NPL,"Jan 28, 2020",1,
Nepal,NPL,"Jan 29, 2020",1,
Nepal,NPL,"Jan 30, 2020",1,
Nepal,NPL,"Jan 31, 2020",1,
Nepal,NPL,"Feb 1, 2020",1,
Nepal,NPL,"Feb 2, 2020",1,
Nepal,NPL,"Feb 3, 2020",1,
Nepal,NPL,"Feb 4, 2020",1,
Nepal,NPL,"Feb 5, 2020",1,
Nepal,NPL,"Feb 6, 2020",1,
Nepal,NPL,"Feb 7, 2020",1,
Nepal,NPL,"Feb 8, 2020",1,
Nepal,NPL,"Feb 9, 2020",1,
Nepal,NPL,"Feb 10, 2020",1,
Nepal,NPL,"Feb 11, 2020",1,
Nepal,NPL,"Feb 12, 2020",1,
Nepal,NPL,"Feb 13, 2020",1,
Nepal,NPL,"Feb 14, 2020",1,
Nepal,NPL,"Feb 15, 2020",1,
Nepal,NPL,"Feb 16, 2020",1,
Nepal,NPL,"Feb 17, 2020",1,
Nepal,NPL,"Feb 18, 2020",1,
Nepal,NPL,"Feb 19, 2020",1,
Nepal,NPL,"Feb 20, 2020",1,
Nepal,NPL,"Feb 21, 2020",1,
Nepal,NPL,"Feb 22, 2020",1,
Nepal,NPL,"Feb 23, 2020",1,
Nepal,NPL,"Feb 24, 2020",1,
Nepal,NPL,"Feb 25, 2020",1,
Nepal,NPL,"Feb 26, 2020",1,
Nepal,NPL,"Feb 27, 2020",1,
Nepal,NPL,"Feb 28, 2020",1,
Nepal,NPL,"Feb 29, 2020",1,
Nepal,NPL,"Mar 1, 2020",1,
Nepal,NPL,"Mar 2, 2020",1,
Nepal,NPL,"Mar 15, 2020",1,
Nepal,NPL,"Mar 17, 2020",1,
Nepal,NPL,"Mar 18, 2020",1,
Nepal,NPL,"Mar 19, 2020",1,
Nepal,NPL,"Mar 20, 2020",1,
Nepal,NPL,"Mar 21, 2020",1,
Nepal,NPL,"Mar 22, 2020",1,
Nepal,NPL,"Mar 23, 2020",1,
Nepal,NPL,"Mar 24, 2020",2,
Nepal,NPL,"Mar 25, 2020",3,
Nepal,NPL,"Mar 26, 2020",3,
Nepal,NPL,"Mar 27, 2020",3,
Netherlands,NLD,"Dec 31, 2019",0,
Netherlands,NLD,"Jan 1, 2020",0,
Netherlands,NLD,"Jan 2, 2020",0,
Netherlands,NLD,"Jan 3, 2020",0,
Netherlands,NLD,"Jan 4, 2020",0,
Netherlands,NLD,"Jan 5, 2020",0,
Netherlands,NLD,"Jan 6, 2020",0,
Netherlands,NLD,"Jan 7, 2020",0,
Netherlands,NLD,"Jan 8, 2020",0,
Netherlands,NLD,"Jan 9, 2020",0,
Netherlands,NLD,"Jan 10, 2020",0,
Netherlands,NLD,"Jan 11, 2020",0,
Netherlands,NLD,"Jan 12, 2020",0,
Netherlands,NLD,"Jan 13, 2020",0,
Netherlands,NLD,"Jan 14, 2020",0,
Netherlands,NLD,"Jan 15, 2020",0,
Netherlands,NLD,"Jan 16, 2020",0,
Netherlands,NLD,"Jan 17, 2020",0,
Netherlands,NLD,"Jan 18, 2020",0,
Netherlands,NLD,"Jan 19, 2020",0,
Netherlands,NLD,"Jan 20, 2020",0,
Netherlands,NLD,"Jan 21, 2020",0,
Netherlands,NLD,"Jan 22, 2020",0,
Netherlands,NLD,"Jan 23, 2020",0,
Netherlands,NLD,"Jan 24, 2020",0,
Netherlands,NLD,"Jan 25, 2020",0,
Netherlands,NLD,"Jan 26, 2020",0,
Netherlands,NLD,"Jan 27, 2020",0,
Netherlands,NLD,"Jan 28, 2020",0,
Netherlands,NLD,"Jan 29, 2020",0,
Netherlands,NLD,"Jan 30, 2020",0,
Netherlands,NLD,"Jan 31, 2020",0,
Netherlands,NLD,"Feb 1, 2020",0,
Netherlands,NLD,"Feb 2, 2020",0,
Netherlands,NLD,"Feb 3, 2020",0,
Netherlands,NLD,"Feb 4, 2020",0,
Netherlands,NLD,"Feb 5, 2020",0,
Netherlands,NLD,"Feb 6, 2020",0,
Netherlands,NLD,"Feb 7, 2020",0,
Netherlands,NLD,"Feb 8, 2020",0,
Netherlands,NLD,"Feb 9, 2020",0,
Netherlands,NLD,"Feb 10, 2020",0,
Netherlands,NLD,"Feb 11, 2020",0,
Netherlands,NLD,"Feb 12, 2020",0,
Netherlands,NLD,"Feb 13, 2020",0,
Netherlands,NLD,"Feb 14, 2020",0,
Netherlands,NLD,"Feb 15, 2020",0,
Netherlands,NLD,"Feb 16, 2020",0,
Netherlands,NLD,"Feb 17, 2020",0,
Netherlands,NLD,"Feb 18, 2020",0,
Netherlands,NLD,"Feb 19, 2020",0,
Netherlands,NLD,"Feb 20, 2020",0,
Netherlands,NLD,"Feb 21, 2020",0,
Netherlands,NLD,"Feb 22, 2020",0,
Netherlands,NLD,"Feb 23, 2020",0,
Netherlands,NLD,"Feb 24, 2020",0,
Netherlands,NLD,"Feb 25, 2020",0,
Netherlands,NLD,"Feb 26, 2020",0,
Netherlands,NLD,"Feb 27, 2020",0,
Netherlands,NLD,"Feb 28, 2020",1,
Netherlands,NLD,"Feb 29, 2020",2,
Netherlands,NLD,"Mar 1, 2020",7,
Netherlands,NLD,"Mar 2, 2020",13,
Netherlands,NLD,"Mar 3, 2020",18,
Netherlands,NLD,"Mar 4, 2020",28,
Netherlands,NLD,"Mar 5, 2020",38,
Netherlands,NLD,"Mar 6, 2020",82,
Netherlands,NLD,"Mar 7, 2020",128,0
Netherlands,NLD,"Mar 8, 2020",188,1
Netherlands,NLD,"Mar 9, 2020",265,2
Netherlands,NLD,"Mar 10, 2020",321,3
Netherlands,NLD,"Mar 11, 2020",382,4
Netherlands,NLD,"Mar 12, 2020",503,5
Netherlands,NLD,"Mar 13, 2020",614,6
Netherlands,NLD,"Mar 14, 2020",804,7
Netherlands,NLD,"Mar 15, 2020",959,8
Netherlands,NLD,"Mar 16, 2020",1135,9
Netherlands,NLD,"Mar 17, 2020",1413,10
Netherlands,NLD,"Mar 18, 2020",1705,11
Netherlands,NLD,"Mar 19, 2020",2051,12
Netherlands,NLD,"Mar 20, 2020",2460,13
Netherlands,NLD,"Mar 21, 2020",2994,14
Netherlands,NLD,"Mar 22, 2020",3631,15
Netherlands,NLD,"Mar 23, 2020",4204,16
Netherlands,NLD,"Mar 24, 2020",4749,17
Netherlands,NLD,"Mar 25, 2020",5560,18
Netherlands,NLD,"Mar 26, 2020",6412,19
Netherlands,NLD,"Mar 27, 2020",7431,20
New Caledonia,NCL,"Mar 21, 2020",2,
New Caledonia,NCL,"Mar 22, 2020",4,
New Caledonia,NCL,"Mar 23, 2020",5,
New Caledonia,NCL,"Mar 24, 2020",7,
New Caledonia,NCL,"Mar 25, 2020",9,
New Caledonia,NCL,"Mar 26, 2020",14,
New Caledonia,NCL,"Mar 27, 2020",15,
New Zealand,NZL,"Dec 31, 2019",0,
New Zealand,NZL,"Jan 1, 2020",0,
New Zealand,NZL,"Jan 2, 2020",0,
New Zealand,NZL,"Jan 3, 2020",0,
New Zealand,NZL,"Jan 4, 2020",0,
New Zealand,NZL,"Jan 5, 2020",0,
New Zealand,NZL,"Jan 6, 2020",0,
New Zealand,NZL,"Jan 7, 2020",0,
New Zealand,NZL,"Jan 8, 2020",0,
New Zealand,NZL,"Jan 9, 2020",0,
New Zealand,NZL,"Jan 10, 2020",0,
New Zealand,NZL,"Jan 11, 2020",0,
New Zealand,NZL,"Jan 12, 2020",0,
New Zealand,NZL,"Jan 13, 2020",0,
New Zealand,NZL,"Jan 14, 2020",0,
New Zealand,NZL,"Jan 15, 2020",0,
New Zealand,NZL,"Jan 16, 2020",0,
New Zealand,NZL,"Jan 17, 2020",0,
New Zealand,NZL,"Jan 18, 2020",0,
New Zealand,NZL,"Jan 19, 2020",0,
New Zealand,NZL,"Jan 20, 2020",0,
New Zealand,NZL,"Jan 21, 2020",0,
New Zealand,NZL,"Jan 22, 2020",0,
New Zealand,NZL,"Jan 23, 2020",0,
New Zealand,NZL,"Jan 24, 2020",0,
New Zealand,NZL,"Jan 25, 2020",0,
New Zealand,NZL,"Jan 26, 2020",0,
New Zealand,NZL,"Jan 27, 2020",0,
New Zealand,NZL,"Jan 28, 2020",0,
New Zealand,NZL,"Jan 29, 2020",0,
New Zealand,NZL,"Jan 30, 2020",0,
New Zealand,NZL,"Jan 31, 2020",0,
New Zealand,NZL,"Feb 1, 2020",0,
New Zealand,NZL,"Feb 2, 2020",0,
New Zealand,NZL,"Feb 3, 2020",0,
New Zealand,NZL,"Feb 4, 2020",0,
New Zealand,NZL,"Feb 5, 2020",0,
New Zealand,NZL,"Feb 6, 2020",0,
New Zealand,NZL,"Feb 7, 2020",0,
New Zealand,NZL,"Feb 8, 2020",0,
New Zealand,NZL,"Feb 9, 2020",0,
New Zealand,NZL,"Feb 10, 2020",0,
New Zealand,NZL,"Feb 11, 2020",0,
New Zealand,NZL,"Feb 12, 2020",0,
New Zealand,NZL,"Feb 13, 2020",0,
New Zealand,NZL,"Feb 14, 2020",0,
New Zealand,NZL,"Feb 15, 2020",0,
New Zealand,NZL,"Feb 16, 2020",0,
New Zealand,NZL,"Feb 17, 2020",0,
New Zealand,NZL,"Feb 18, 2020",0,
New Zealand,NZL,"Feb 19, 2020",0,
New Zealand,NZL,"Feb 20, 2020",0,
New Zealand,NZL,"Feb 21, 2020",0,
New Zealand,NZL,"Feb 22, 2020",0,
New Zealand,NZL,"Feb 23, 2020",0,
New Zealand,NZL,"Feb 24, 2020",0,
New Zealand,NZL,"Feb 25, 2020",0,
New Zealand,NZL,"Feb 26, 2020",0,
New Zealand,NZL,"Feb 27, 2020",0,
New Zealand,NZL,"Feb 28, 2020",1,
New Zealand,NZL,"Feb 29, 2020",1,
New Zealand,NZL,"Mar 1, 2020",1,
New Zealand,NZL,"Mar 2, 2020",1,
New Zealand,NZL,"Mar 4, 2020",2,
New Zealand,NZL,"Mar 5, 2020",3,
New Zealand,NZL,"Mar 6, 2020",4,
New Zealand,NZL,"Mar 7, 2020",5,
New Zealand,NZL,"Mar 14, 2020",6,
New Zealand,NZL,"Mar 15, 2020",8,
New Zealand,NZL,"Mar 18, 2020",20,
New Zealand,NZL,"Mar 19, 2020",28,
New Zealand,NZL,"Mar 20, 2020",39,
New Zealand,NZL,"Mar 21, 2020",53,
New Zealand,NZL,"Mar 22, 2020",66,
New Zealand,NZL,"Mar 23, 2020",102,0
New Zealand,NZL,"Mar 24, 2020",142,1
New Zealand,NZL,"Mar 25, 2020",189,2
New Zealand,NZL,"Mar 26, 2020",283,3
New Zealand,NZL,"Mar 27, 2020",338,4
Nicaragua,NIC,"Mar 19, 2020",1,
Nicaragua,NIC,"Mar 20, 2020",1,
Nicaragua,NIC,"Mar 21, 2020",1,
Nicaragua,NIC,"Mar 22, 2020",1,
Nicaragua,NIC,"Mar 23, 2020",2,
Nicaragua,NIC,"Mar 24, 2020",2,
Nicaragua,NIC,"Mar 25, 2020",2,
Nicaragua,NIC,"Mar 26, 2020",2,
Nicaragua,NIC,"Mar 27, 2020",2,
Niger,NER,"Mar 21, 2020",1,
Niger,NER,"Mar 22, 2020",1,
Niger,NER,"Mar 23, 2020",1,
Niger,NER,"Mar 24, 2020",2,
Niger,NER,"Mar 25, 2020",7,
Niger,NER,"Mar 26, 2020",7,
Niger,NER,"Mar 27, 2020",10,
Nigeria,NGA,"Dec 31, 2019",0,
Nigeria,NGA,"Jan 1, 2020",0,
Nigeria,NGA,"Jan 2, 2020",0,
Nigeria,NGA,"Jan 3, 2020",0,
Nigeria,NGA,"Jan 4, 2020",0,
Nigeria,NGA,"Jan 5, 2020",0,
Nigeria,NGA,"Jan 6, 2020",0,
Nigeria,NGA,"Jan 7, 2020",0,
Nigeria,NGA,"Jan 8, 2020",0,
Nigeria,NGA,"Jan 9, 2020",0,
Nigeria,NGA,"Jan 10, 2020",0,
Nigeria,NGA,"Jan 11, 2020",0,
Nigeria,NGA,"Jan 12, 2020",0,
Nigeria,NGA,"Jan 13, 2020",0,
Nigeria,NGA,"Jan 14, 2020",0,
Nigeria,NGA,"Jan 15, 2020",0,
Nigeria,NGA,"Jan 16, 2020",0,
Nigeria,NGA,"Jan 17, 2020",0,
Nigeria,NGA,"Jan 18, 2020",0,
Nigeria,NGA,"Jan 19, 2020",0,
Nigeria,NGA,"Jan 20, 2020",0,
